employee_id,full_name,department,title,hire_date,salary_usd,manager_id
5816,Cameron Scott,HR,Manager,2023-09-19,135325,5021.0
5817,Riley Hall,Sales,Specialist,2020-04-18,67374,5068.0
5818,Cameron Allen,Finance,Manager,2020-02-26,105985,5088.0
5819,Taylor Nguyen,Sales,Manager,2021-05-08,86012,5019.0
5820,Cameron Lee,HR,Analyst,2022-11-12,139059,5069.0
5821,Morgan Hall,Sales,Manager,2018-01-30,79783,5036.0
5822,Jordan Martin,Operations,Analyst,2015-07-29,201635,5007.0
5823,Cameron Walker,Support,Director,2017-01-08,98193,5075.0
5824,Riley Green,Support,Director,2022-10-11,65042,5012.0
5825,Quinn Martin,Sales,Specialist,2017-11-11,114031,5021.0
5826,Casey Nguyen,Support,Senior Engineer,2022-09-08,98163,5077.0
5827,Taylor Nguyen,Finance,Manager,2015-06-08,143356,5072.0
5828,Alex Nguyen,Engineering,Director,2025-11-06,151788,5021.0
5829,Quinn Hall,Sales,Director,2017-01-10,188280,5093.0
5830,Jordan Nguyen,Finance,Specialist,2020-05-07,68796,5017.0
5831,Sam Allen,Operations,Engineer,2021-07-18,145962,5099.0
5832,Cameron Allen,Finance,Engineer,2018-11-24,208742,5072.0
5833,Cameron Allen,Finance,Specialist,2024-08-26,79320,5036.0
5834,Casey Nguyen,Operations,Analyst,2016-11-29,75074,5008.0
5835,Casey Allen,HR,Senior Engineer,2023-10-20,82931,5028.0
5836,Taylor Adams,Sales,Specialist,2020-02-17,73993,5015.0
5837,Alex Scott,Sales,Engineer,2025-10-16,110330,5060.0
5838,Alex Scott,Sales,Senior Engineer,2021-09-10,219063,5032.0
5839,Morgan Nguyen,Engineering,Director,2022-01-27,70003,5025.0
5840,Taylor Young,Finance,Specialist,2015-05-21,69743,5074.0
5841,Taylor Hall,Sales,Analyst,2023-03-28,179291,5019.0
5842,Jordan Green,Support,Senior Engineer,2015-08-28,134543,5056.0
5843,Drew Hall,HR,Engineer,2015-10-19,79300,5015.0
5844,Jordan Adams,Operations,Director,2022-11-04,165888,5069.0
5845,Cameron Hall,Operations,Specialist,2015-03-23,161818,5060.0
5846,Sam Adams,Engineering,Manager,2022-02-20,126509,5078.0
5847,Taylor Adams,Operations,Director,2025-10-11,64703,5001.0
5848,Alex Hall,HR,Engineer,2022-12-27,144403,5016.0
5849,Casey Green,Finance,Specialist,2021-01-27,111436,5010.0
5850,Sam Adams,Operations,Engineer,2019-12-03,76845,5014.0
5851,Alex Allen,Operations,Manager,2017-09-03,136777,5005.0
5852,Alex Lee,Support,Director,2016-08-02,90055,5053.0
5853,Sam Lee,Finance,Senior Engineer,2022-01-17,194950,5057.0
5854,Casey Walker,Sales,Senior Engineer,2022-02-02,65209,5083.0
5855,Drew Nguyen,HR,Director,2020-11-27,113812,5038.0
5856,Morgan Martin,Operations,Senior Engineer,2023-12-28,149035,5050.0
5857,Taylor Allen,Support,Specialist,2019-12-05,158139,5099.0
5858,Jordan Allen,HR,Director,2019-01-01,155838,5050.0
5859,Cameron Martin,Engineering,Director,2015-11-18,197076,5055.0
5860,Jordan Nguyen,Support,Engineer,2023-01-26,151123,5099.0
5861,Alex Lee,Engineering,Analyst,2016-12-14,219462,5099.0
5862,Taylor Green,Operations,Engineer,2020-11-01,83400,5039.0
5863,Casey Adams,Support,Senior Engineer,2023-03-23,131511,5061.0
5864,Casey Martin,Sales,Analyst,2021-08-20,133121,5045.0
5865,Casey Green,HR,Director,2023-07-22,170763,5070.0
5866,Cameron Walker,HR,Senior Engineer,2020-03-05,192948,5093.0
5867,Cameron Adams,Finance,Manager,2024-10-07,178183,5027.0
5868,Taylor Hall,Support,Senior Engineer,2018-07-03,145775,5080.0
5869,Drew Allen,Support,Analyst,2022-03-18,98906,5063.0
5870,Alex Adams,Engineering,Analyst,2024-01-05,174925,5024.0
5871,Casey Hall,Support,Director,2019-08-06,75378,5078.0
5872,Casey Lee,HR,Specialist,2020-11-17,81568,5039.0
5873,Casey Hall,Support,Manager,2020-12-16,152046,5007.0
5874,Cameron Hall,Finance,Director,2017-07-06,142332,5099.0
5875,Drew Young,Finance,Manager,2021-03-16,162014,5039.0
5876,Jordan Martin,HR,Manager,2021-11-29,85796,5051.0
5877,Drew Adams,HR,Director,2019-12-12,110061,5079.0
5878,Cameron Martin,HR,Senior Engineer,2024-08-30,130597,5095.0
5879,Jordan Adams,Support,Engineer,2020-08-31,79401,5086.0
5880,Sam Allen,Support,Manager,2025-04-19,189882,5050.0
5881,Taylor Scott,Sales,Analyst,2016-07-13,154216,5052.0
5882,Sam Martin,Operations,Director,2016-09-20,144362,5024.0
5883,Taylor Martin,Operations,Specialist,2023-05-25,59902,5043.0
5884,Casey Allen,Engineering,Senior Engineer,2018-09-14,140148,5094.0
5885,Sam Adams,Support,Manager,2020-03-26,104723,5071.0
5886,Cameron Allen,Sales,Specialist,2025-04-20,115599,
5887,Alex Green,Sales,Senior Engineer,2024-09-21,68967,5007.0
5888,Jordan Hall,Finance,Director,2019-12-14,168312,5091.0
5889,Riley Allen,Support,Specialist,2025-10-20,191207,5084.0
5890,Quinn Adams,Sales,Analyst,2021-07-14,117365,5045.0
5891,Alex Lee,Finance,Manager,2020-03-10,134608,5059.0
5892,Sam Allen,Engineering,Manager,2025-10-05,140953,5025.0
5893,Jordan Nguyen,Finance,Specialist,2021-02-04,171327,5078.0
5894,Sam Allen,Engineering,Senior Engineer,2021-10-04,126979,5058.0
5895,Sam Martin,Operations,Director,2024-09-23,158146,5067.0
5896,Morgan Green,Operations,Engineer,2017-10-03,207997,5034.0
5897,Riley Young,HR,Manager,2015-02-18,157331,5040.0
5898,Morgan Allen,HR,Analyst,2020-01-25,85993,5016.0
5899,Morgan Scott,Finance,Manager,2020-04-13,183238,5094.0
5900,Drew Nguyen,HR,Manager,2022-09-15,129663,5094.0
5901,Cameron Lee,Support,Engineer,2020-09-08,104483,5080.0
5902,Cameron Allen,Finance,Engineer,2020-11-02,210915,5093.0
5903,Morgan Hall,Sales,Director,2022-10-07,171747,5064.0
5904,Casey Hall,Support,Manager,2019-03-06,92879,5019.0
5905,Drew Nguyen,Finance,Manager,2019-04-19,58888,5074.0
5906,Sam Martin,Operations,Senior Engineer,2015-11-25,120713,5028.0
5907,Riley Walker,Engineering,Senior Engineer,2022-04-11,178825,5041.0
5908,Morgan Martin,HR,Specialist,2016-03-09,62426,5023.0
5909,Riley Nguyen,HR,Specialist,2016-08-10,125031,5039.0
5910,Taylor Martin,HR,Analyst,2019-09-07,65047,5066.0
5911,Drew Hall,Finance,Analyst,2020-02-20,204111,5006.0
5912,Riley Green,Support,Senior Engineer,2018-06-26,76366,5005.0
5913,Sam Walker,Engineering,Specialist,2020-02-19,206817,5066.0
5914,Taylor Hall,HR,Analyst,2023-10-11,197425,5076.0
5915,Casey Lee,Support,Manager,2022-06-30,80080,5052.0
5916,Sam Hall,Sales,Specialist,2020-08-07,73788,5013.0
5917,Quinn Martin,Operations,Engineer,2024-05-29,115633,5040.0
5918,Cameron Green,Sales,Specialist,2025-06-08,182461,5074.0
5919,Alex Walker,Engineering,Manager,2019-05-18,191731,5066.0
5920,Jordan Allen,HR,Senior Engineer,2025-07-18,88921,5006.0
5921,Alex Walker,Sales,Director,2021-10-08,190233,5096.0
5922,Casey Hall,Operations,Director,2024-07-18,201575,5018.0
5923,Cameron Allen,Support,Senior Engineer,2022-09-18,79982,5017.0
5924,Riley Nguyen,Support,Manager,2025-03-16,124014,5043.0
5925,Drew Adams,Sales,Analyst,2016-05-26,107632,5029.0
5926,Sam Hall,HR,Specialist,2018-11-09,213244,5098.0
5927,Cameron Scott,Operations,Specialist,2018-11-12,175056,5002.0
5928,Cameron Hall,Engineering,Analyst,2020-01-13,130696,5026.0
5929,Morgan Nguyen,HR,Director,2017-10-08,155750,5035.0
5930,Jordan Walker,Finance,Senior Engineer,2019-01-12,113926,5046.0
5931,Sam Lee,Sales,Senior Engineer,2016-07-17,128137,
5932,Cameron Allen,Finance,Engineer,2015-10-30,124053,5003.0
5933,Morgan Scott,Sales,Director,2020-11-16,125338,5021.0
5934,Taylor Adams,Engineering,Senior Engineer,2018-08-22,165694,5053.0
5935,Casey Nguyen,HR,Engineer,2022-02-17,139295,5075.0
5936,Casey Adams,Operations,Analyst,2020-09-20,192816,5066.0
5937,Drew Young,HR,Director,2023-04-27,143309,5054.0
5938,Drew Scott,Sales,Director,2021-11-20,168721,5036.0
5939,Cameron Scott,Support,Senior Engineer,2021-10-23,105123,5086.0
5940,Cameron Young,Finance,Senior Engineer,2021-07-02,168732,5043.0
5941,Sam Scott,Operations,Manager,2022-03-01,127672,5026.0
5942,Jordan Hall,Operations,Analyst,2020-07-16,107238,5060.0
5943,Cameron Young,HR,Analyst,2020-09-11,68417,5067.0
5944,Casey Walker,HR,Specialist,2016-02-16,145841,5036.0
5945,Riley Young,Sales,Engineer,2019-07-08,92719,
5946,Cameron Walker,Support,Engineer,2022-10-30,59002,5004.0
5947,Morgan Lee,Finance,Manager,2023-09-21,188404,5083.0
5948,Casey Martin,Support,Specialist,2016-05-22,81149,5000.0
5949,Cameron Scott,Operations,Analyst,2015-02-25,149994,5057.0
5950,Alex Allen,Support,Engineer,2024-12-06,153989,5014.0
5951,Alex Allen,Sales,Analyst,2019-10-14,140808,5018.0
5952,Alex Martin,Support,Analyst,2024-05-16,113923,5023.0
5953,Jordan Green,Finance,Specialist,2024-04-23,72352,
5954,Quinn Hall,Operations,Engineer,2022-02-06,116081,5013.0
5955,Morgan Scott,Engineering,Senior Engineer,2024-02-24,76645,5063.0
5956,Morgan Scott,Operations,Senior Engineer,2015-07-15,80343,5047.0
5957,Casey Martin,Engineering,Specialist,2021-09-26,55645,5078.0
5958,Riley Walker,Finance,Engineer,2022-05-08,86775,5001.0
5959,Casey Hall,Operations,Manager,2023-08-17,59121,5088.0
5960,Sam Nguyen,Operations,Director,2019-11-26,118742,5099.0
5961,Taylor Allen,Operations,Specialist,2019-08-08,64271,
5962,Alex Nguyen,Operations,Analyst,2018-01-11,211284,5096.0
5963,Riley Young,Sales,Specialist,2022-08-21,165821,5019.0
5964,Taylor Walker,HR,Director,2020-12-24,130828,5067.0
5965,Taylor Green,Operations,Specialist,2016-06-22,209553,5025.0
5966,Taylor Nguyen,Sales,Engineer,2016-11-19,150011,5049.0
5967,Jordan Allen,Finance,Analyst,2016-12-19,93682,5048.0
5968,Cameron Allen,Operations,Director,2023-02-28,128749,5032.0
5969,Taylor Allen,Support,Senior Engineer,2025-12-09,119747,5070.0
5970,Cameron Lee,Operations,Manager,2015-11-02,56903,5057.0
5971,Drew Scott,Operations,Specialist,2018-08-27,157413,5048.0
5972,Alex Nguyen,Engineering,Specialist,2016-01-23,141534,5098.0
5973,Taylor Young,Support,Director,2016-12-25,177702,5093.0
5974,Morgan Nguyen,Operations,Manager,2020-08-01,73319,5095.0
5975,Cameron Young,Operations,Specialist,2020-03-04,153919,5087.0
5976,Morgan Allen,Operations,Senior Engineer,2017-07-03,207513,5021.0
5977,Morgan Hall,Sales,Director,2022-02-09,131178,5031.0
5978,Quinn Young,Finance,Engineer,2021-12-28,210934,5019.0
5979,Taylor Walker,Engineering,Analyst,2021-09-01,217175,5098.0
5980,Drew Scott,Operations,Senior Engineer,2021-05-29,197582,5010.0
5981,Riley Scott,Finance,Manager,2015-06-28,126991,5033.0
5982,Morgan Lee,Engineering,Manager,2022-06-12,123309,5015.0
5983,Alex Adams,Engineering,Senior Engineer,2024-08-01,82377,5018.0
5984,Sam Nguyen,Engineering,Engineer,2020-03-18,113336,5020.0
5985,Morgan Martin,Operations,Specialist,2024-11-04,130312,5062.0
5986,Alex Lee,Sales,Engineer,2019-09-01,149941,5002.0
5987,Casey Martin,Operations,Specialist,2024-04-06,114229,5055.0
5988,Alex Adams,Operations,Specialist,2015-03-21,120679,5080.0
5989,Jordan Scott,Finance,Manager,2023-06-13,80698,5075.0
5990,Riley Walker,HR,Specialist,2023-07-23,203155,5010.0
5991,Casey Allen,HR,Senior Engineer,2016-03-22,100169,5091.0
5992,Quinn Allen,HR,Specialist,2017-02-04,208774,5075.0
5993,Alex Young,Finance,Senior Engineer,2017-12-24,153574,
5994,Alex Lee,Support,Analyst,2018-10-27,96022,5072.0
5995,Cameron Adams,Finance,Manager,2021-12-25,121543,5072.0
5996,Drew Walker,Engineering,Engineer,2016-07-23,147955,5047.0
5997,Riley Allen,Operations,Director,2015-04-06,163768,
5998,Jordan Young,Support,Engineer,2019-04-06,151416,5055.0
5999,Morgan Nguyen,Engineering,Engineer,2018-07-07,193275,5075.0
